"Gene"	"Correlation"	"P.value"
"TIGD1"	-0.000145943412951133	0.998439882335714
"GPR82"	-0.000311803811242867	0.996666861982891
"EBP"	-0.00040713868465278	0.995647754710626
"DDX42"	-0.000523094705413833	0.994408221895642
"CSPG4"	-0.000606045449977046	0.993521512976747
"CYP4X1"	-0.000606726253399544	0.993514235502988
"DDIT3"	-0.000869097245109587	0.990709656496474
"FGF8"	-0.000952389005880657	0.98981934272552
"FCGR3B"	-0.00096201266789209	0.989716475251037
"SMYD1"	-0.00121008822710281	0.987064855039696
"GML"	-0.00148348227532562	0.984142776822339
"FAM162A"	-0.00161753157027045	0.982710111714856
"GPR97"	-0.00162815105200658	0.982596617256331
"CENPV"	-0.00170371112961769	0.981789088057394
"AP1S1"	-0.00170443885690788	0.981781310744876
"ZC3H3"	-0.00188824271219338	0.979817032922109
"PROSC"	-0.00191337928588631	0.97954841217406
"CCDC153"	-0.00191489949156878	0.979532166644876
"DNAJB6"	-0.00194381084326706	0.979223209925619
"GALNS"	-0.00199182276706907	0.978710144726477
"ZNF660"	-0.00213363954952849	0.977194713494825
"GABARAPL1"	-0.00224239148139955	0.976032662924107
"LSM6"	-0.00245933602984237	0.973714691349683
"PTGR2"	-0.00250430219885789	0.97323427150749
"CSHL1"	-0.00271747703679626	0.970956839382021
"RFTN2"	-0.00291814724619368	0.968813213448876
"KNCN"	-0.0031015990158635	0.966853715727797
"ETFDH"	-0.00320817543251721	0.965715434723085
"TUBB3"	-0.00407494775283085	0.956460716916429
"PWP1"	-0.00409940999719012	0.956199606776912
"POFUT2"	-0.00434546624685009	0.953573464806745
"DEDD2"	-0.00447690979761103	0.952170779547851
"TXLNB"	-0.00454065491212059	0.951490583272283
"ZNF423"	-0.00454467172988758	0.951447722732864
"CCDC85C"	-0.00456757171214855	0.951203376350097
"CNOT6L"	-0.00463637647872961	0.950469246218708
"HLA-G"	-0.00488183709778026	0.94785058501125
"PLEKHG4B"	-0.0048926973903903	0.947734736242384
"SAE1"	-0.00517069952873949	0.944769615312543
"HADHB"	-0.00522678401166834	0.944171518929008
"CDH16"	-0.00528162273839865	0.943586737717801
"ALOX5AP"	-0.00529466879052835	0.94344762355864
"RFTN1"	-0.0052951047017787	0.943442975329314
"STOM"	-0.00534646553237627	0.942895315518984
"ADCY9"	-0.00536195048614172	0.942730204916238
"FAM109A"	-0.00540163336113615	0.942307091566899
"FGL2"	-0.00562306409019104	0.93994641570258
"ADAMDEC1"	-0.00567273621800101	0.939416931619854
"HLA-DQA1"	-0.00568138580865061	0.939324733313841
"TMSB15B"	-0.00588133010156668	0.937193700790437
"OTOS"	-0.0059848301414547	0.936090758026202
"EVI2A"	-0.00643181495817456	0.931328910873874
"SSBP2"	-0.00648527949242306	0.930759498917202
"CMTM2"	-0.00659096999006256	0.929633969803552
"IGSF6"	-0.006677539588754	0.928712168621792
"SH2B3"	-0.00675735423213155	0.92786237884465
"SLCO6A1"	-0.00697554405782401	0.925539721995809
"PDSS1"	-0.0071464834959982	0.923720489760801
"GSTO2"	-0.00715790017955852	0.923599001075063
"SAMD14"	-0.00729376176280157	0.922153389701561
"SPRR4"	-0.00733817931105433	0.921680827639525
"GRSF1"	-0.00759145360786994	0.918986749746229
"CLCN2"	-0.0076956535959979	0.917878640736502
"VWA3A"	-0.00780123936270749	0.91675595608486
"SPDYE1"	-0.00806828368676144	0.913917235689262
"JMY"	-0.00816675165435141	0.912870779532794
"ADD1"	-0.00821296827024209	0.912379669701789
"CDH19"	-0.00822304955882427	0.912272547698489
"ADIG"	-0.00853215879897208	0.908988783660758
"ZCCHC24"	-0.00859171168672947	0.908356310102799
"STH"	-0.00873166960193414	0.906870133066703
"COL4A6"	-0.00891927208531	0.904878538627912
"CLEC2D"	-0.00902629258814566	0.903742670183045
"DUSP3"	-0.0090915732164827	0.903049906125126
"HYALP1"	-0.00950157775692645	0.898700594247488
"ADAD1"	-0.00950157775692645	0.898700594247488
"SMTNL1"	-0.00952457428058564	0.898456736145913
"NACC1"	-0.00960735939783318	0.897578950975548
"STOML3"	-0.00999224507048144	0.893499589225285
"RBM24"	-0.010001033564227	0.893406473128785
"ABCA4"	-0.0101090127054754	0.89226252879388
"FAM98A"	-0.0102492017654502	0.890777680563565
"CHRM3"	-0.010315961813055	0.89007070763788
"SLC27A6"	-0.0103320016076191	0.889900862944865
"ODF4"	-0.0104810748163375	0.888322573864075
"FAM168B"	-0.0106162252366338	0.886892069301174
"CHI3L1"	-0.0106697519470803	0.886325614623105
"CYP4Z2P"	-0.0107438570653027	0.885541480881902
"SENP6"	-0.0107890595008085	0.885063231666884
"TBC1D8"	-0.0108984806818066	0.883905709777791
"TLX2"	-0.0111262711844443	0.881496798258683
"SPRY1"	-0.0112397365436478	0.880297292738312
"CD226"	-0.0112678057966857	0.880000598936897
"LMOD1"	-0.0114298573647162	0.878288031367187
"ADAMTS19"	-0.0114816754568759	0.877740534420457
"KIAA1024"	-0.0116082964668532	0.876402933113471
"PPARGC1A"	-0.0116290421887312	0.876183812350189
"MPV17L"	-0.0116418030021572	0.876049034575871
"CYP2A7"	-0.0117454000400283	0.874954990653607
"COL9A1"	-0.0117496646451775	0.874909959050312
"RANBP6"	-0.0118083150412581	0.874290687809733
"CA5B"	-0.0118339323098231	0.874020226994634
"PIK3AP1"	-0.0118662625253791	0.873678913376118
"EPHB2"	-0.011887202283488	0.873457862495653
"COL9A2"	-0.0119714736849428	0.872568349347721
"PDZRN4"	-0.0120581393160908	0.871653730922081
"CDKN2A"	-0.0120865730848611	0.871353694551931
"AGA"	-0.0121261902206525	0.87093568063254
"SLC17A4"	-0.0121499797259098	0.870684686615525
"GLMN"	-0.012160986621782	0.870568561414436
"ARHGEF19"	-0.0121901539133875	0.870260853385218
"PLK2"	-0.0122412831676813	0.869721498866289
"BTNL3"	-0.012381699486536	0.86824057891646
"SYCP2"	-0.012577303230973	0.866178382204951
"SPIN3"	-0.0129061295282721	0.862713698552282
"BTG3"	-0.0129520536417422	0.862230025148243
"SMR3B"	-0.0129931181020538	0.861797577046711
"PIH1D2"	-0.0131704718340747	0.859930345761382
"BTBD3"	-0.0131717030928968	0.859917385414853
"GPR124"	-0.0132429470615815	0.859167528513486
"OSBP2"	-0.0135681362791902	0.855746456776548
"CCDC63"	-0.0136747821587865	0.854625097400245
"APOL2"	-0.0138085103679922	0.853219384572849
"GCLC"	-0.0138325969149117	0.852966242636891
"ATP6V0A2"	-0.0138689825208628	0.852583869989567
"METTL5"	-0.0139903377228765	0.851308809300606
"UNC13B"	-0.0140340079868183	0.850850066582799
"RFPL3"	-0.0140530932078545	0.850649597902162
"SPDYA"	-0.0140796268698746	0.850370907673269
"ABCC2"	-0.0141386533762033	0.849751002842221
"HSF1"	-0.0144636283692864	0.846339728202456
"SCFD2"	-0.0145192184069894	0.84575648159567
"TMEM71"	-0.0147025752847161	0.843833310415785
"CEP120"	-0.0147098402540678	0.843757129427754
"INPP5F"	-0.0147435262127159	0.843403915009354
"DHDH"	-0.0147628391802151	0.843201422798314
"TBL2"	-0.0148523768769919	0.84226277425955
"CGREF1"	-0.0151285045137737	0.839369456528335
"ZKSCAN5"	-0.015170502738409	0.838929578703724
"MGRN1"	-0.0155303668573229	0.835162520263842
"GJD3"	-0.0155566094912864	0.834887957872824
"PDZD2"	-0.0157327206318841	0.83304592081001
"OR5L2"	-0.015748071494241	0.83288540114423
"ERH"	-0.0157603259417593	0.832757264779416
"FBXL5"	-0.0157784662450414	0.83256759214165
"TCAM1P"	-0.0159926668055439	0.830328672899292
"ABCA6"	-0.0160253089806208	0.829987601846462
"DDOST"	-0.0160606719357437	0.82961813779746
"DLX6"	-0.016245093855614	0.827691947089578
"OTUD3"	-0.0163259948547849	0.826847301852244
"FBXL2"	-0.0163559512265488	0.826534593297681
"FBLN1"	-0.0164051975689766	0.826020579914451
"FOLR1"	-0.0164707536416207	0.825336446922321
"HNRNPH1"	-0.0165482871421321	0.824527489140387
"FAM19A5"	-0.0167261713885965	0.822672205948883
"C1orf65"	-0.0168774124372282	0.821095576359165
"AGPAT2"	-0.0168814107085441	0.82105390561595
"PYCARD"	-0.0170756142990643	0.819030483950124
"LYPD1"	-0.0171081285879473	0.818691831526734
"SNORA71B"	-0.0171718630948571	0.818028102432897
"CSF1"	-0.0172124473368497	0.817605526815771
"FAM109B"	-0.0172906402696199	0.816791506216086
"ALDH1A1"	-0.0174207028625517	0.815437935531042
"GTF2F2"	-0.0176193773996308	0.813371370704952
"TMEM98"	-0.017664041968298	0.812906957379728
"TMEM132B"	-0.0177615054665404	0.811893777961039
"AP3M1"	-0.0180662896487498	0.808727423805321
"P2RY10"	-0.0180738699606257	0.808648712498452
"LBX1"	-0.0181266206642926	0.808101020859592
"C2orf72"	-0.0181876747389163	0.807467234725986
"RBM33"	-0.0183848866531819	0.805420888275897
"TACC3"	-0.0185076474210544	0.804147741548476
"RBPMS"	-0.0187472720942359	0.801664090760075
"NLRP13"	-0.0188884041628805	0.800202219325609
"NMNAT2"	-0.0191846407550365	0.797136009383686
"AAK1"	-0.0191871290392862	0.797110267359504
"YAF2"	-0.0193159046072578	0.795778346002674
"LRFN5"	-0.0193329351367407	0.795602243890053
"COQ2"	-0.0193655419306886	0.795265106128539
"ACSL1"	-0.0193689267979532	0.795230110483296
"ZNF256"	-0.0193844874357691	0.795069236592659
"GBAS"	-0.0193848173906952	0.795065825442167
"SIGMAR1"	-0.019462911423497	0.794258580646244
"HCG9"	-0.0194932727319291	0.793944799870336
"AVIL"	-0.0196544956941568	0.79227913348333
"CHAF1A"	-0.0197043274576855	0.791764489046634
"PSAT1"	-0.0197713705206688	0.791072234527975
"HOXD1"	-0.0202431902844126	0.786205099968755
"CEACAM3"	-0.0202964680017193	0.785656021277033
"CHRNA1"	-0.0203184628571739	0.785429373717422
"GLIS1"	-0.0203198473631038	0.785415107580345
"ZNF420"	-0.0205078188592341	0.7834788891921
"PURG"	-0.0205592247705902	0.78294960857323
"METRNL"	-0.0208100416487338	0.780368604690243
"ALG6"	-0.0210366549174142	0.778038726627139
"GNG5"	-0.0212473049501697	0.775874743975627
"CTGF"	-0.0212662898943726	0.775679798369423
"HBD"	-0.0212669136518426	0.775673393596083
"EGR3"	-0.0212788467526186	0.775550866826012
"TUBGCP5"	-0.0213187898857425	0.775140778789207
"HIPK2"	-0.021370667099437	0.774608258812052
"HTRA4"	-0.0215961797026802	0.77229459508996
"PHGDH"	-0.0218524215643741	0.769668097627798
"SLC25A25"	-0.0218544934971692	0.769646870799306
"FTSJ1"	-0.0219612284564536	0.768553609346764
"ASZ1"	-0.0219968737052727	0.768188604856254
"DAB2IP"	-0.0220988308031874	0.767144853970669
"FST"	-0.0223063330408575	0.765021916002568
"DUSP14"	-0.0223248792185718	0.764832256554465
"MLLT11"	-0.0224886683344027	0.763157902287577
"PCDP1"	-0.0225756916987967	0.762268741500981
"HCG22"	-0.0227466042879471	0.76052334933371
"FUT5"	-0.022831737674638	0.759654401063792
"RHOQ"	-0.023108696150951	0.756829598577477
"H2AFZ"	-0.0231858411844616	0.756043339207167
"GNPDA1"	-0.0232146867217143	0.755749410827375
"ZFP90"	-0.0232247192227658	0.75564719051409
"AKAP8"	-0.0233822566570045	0.754042612105644
"DAND5"	-0.0234105128056746	0.753754923648068
"BVES"	-0.0234538358424889	0.75331389830772
"GPR22"	-0.0236083772474263	0.751741329127771
"C3orf27"	-0.0237500441423218	0.750300664539383
"CIB3"	-0.0238000009243473	0.74979284059465
"ISM2"	-0.0238140566103501	0.749649980190317
"KIAA0368"	-0.0240166903595913	0.747591382287645
"WDR89"	-0.0240214528564409	0.747543020502108
"CYLD"	-0.024115731859854	0.746585847400296
"TLCD1"	-0.0241416329405972	0.746322952958954
"DEFA4"	-0.0242791778156893	0.74492737180282
"ADRA2A"	-0.0243039963621882	0.744675641905808
"TPK1"	-0.0243292375709469	0.744419652761245
"PHLDA3"	-0.0243310870680455	0.744400896789403
"EYA4"	-0.0243976265580043	0.743726211913056
"CELA3A"	-0.0245116905381404	0.742570100983259
"POLR3G"	-0.0245997466295212	0.741677990083585
"FGF11"	-0.024894010589083	0.738699255670815
"TRIML2"	-0.0249351829325661	0.738282790773544
"FZD10"	-0.0249513956370449	0.738118817541547
"FMO2"	-0.0250894166337894	0.736723369809138
"HEBP2"	-0.0251268552170933	0.736344998862376
"SFTA3"	-0.0253824004459048	0.73376404273355
"CPB1"	-0.0254339465331792	0.733243797800625
"C9orf57"	-0.0254507978841269	0.733073746630849
"CSNK1E"	-0.0255123743771021	0.732452473451759
"TECPR1"	-0.0255249291100494	0.732325824374391
"TPSG1"	-0.0256751475475335	0.730811019078878
"CLVS2"	-0.0258816572120718	0.728730271235309
"SPATA8"	-0.0259437752681572	0.728104769521891
"TTTY10"	-0.0260076266346205	0.727462001244099
"GPI"	-0.0260301777515644	0.727235032828529
"CLDN17"	-0.0260647071035234	0.726887554023784
"C22orf24"	-0.0262061496197577	0.725464759369922
"MYL9"	-0.0262830254993723	0.724691845264423
"GRK5"	-0.0262870720592355	0.724651168639324
"C20orf194"	-0.0265429182602039	0.722080933542947
"DNAJC15"	-0.0267064936277122	0.720439279425483
"C14orf39"	-0.0267486185396919	0.720016717283195
"ADCYAP1R1"	-0.026876688778242	0.718732544310663
"OLFML2A"	-0.0269546601868855	0.71795110255002
"ALDH3A2"	-0.0270138720179083	0.717357867598856
"ARL9"	-0.02707979624656	0.716697580928712
"CLNK"	-0.0272043127136809	0.715451016746394
"DVL1"	-0.0273568553855829	0.713924900692307
"MAGEB18"	-0.0275950714238601	0.711543934147966
"ICOS"	-0.0278604901000742	0.708894360399146
"GFI1"	-0.0278692823064229	0.708806650671052
"GPR112"	-0.0279499281747863	0.7080023183576
"EMX2OS"	-0.0280432236292372	0.707072226610687
"PALM2"	-0.0280649427326111	0.706855764177933
"ARID3A"	-0.0284889514906794	0.702634628203686
"FLRT2"	-0.0285007118730112	0.702517678816114
"SNORA64"	-0.0286062134273157	0.701468846767324
"MYLIP"	-0.0286543090626564	0.700990896293015
"CPA1"	-0.0286769487284574	0.700765955170811
"RAB3IP"	-0.0286773657562013	0.700761811948631
"B4GALNT1"	-0.0286942812349993	0.700593762017768
"TWF2"	-0.0287102955120178	0.700434678631184
"ZNF707"	-0.0288118856550414	0.699425801396502
"AHSG"	-0.0288143009591625	0.69940182174981
"KLF2"	-0.0291496041828361	0.696075755872815
"FOXO1"	-0.0292082397063088	0.695494709154177
"CCDC83"	-0.0293078823722317	0.694507710270906
"COL13A1"	-0.0295396424825083	0.69221402551983
"DEFA6"	-0.029731337355016	0.690318970452518
"OR2B6"	-0.0298877147154451	0.68877448075143
"NRG4"	-0.0299062609242295	0.688591390877653
"ENOX2"	-0.0299457104125465	0.688202002091343
"AWAT1"	-0.0300019355054189	0.687647170236014
"SMCR8"	-0.0300247448672278	0.687422133904659
"VWDE"	-0.0301035834698664	0.686644526690157
"SLC43A3"	-0.0301247044017163	0.686436260825123
"CHIT1"	-0.0301537202467783	0.686150184573768
"EIF4E3"	-0.030222970771161	0.685467602363031
"GABRD"	-0.0302559942308826	0.685142189338423
"CCR3"	-0.0305192049130871	0.682550587523601
"STX2"	-0.0305597128813141	0.682152069973145
"FBXL6"	-0.0305639765830411	0.682110128769166
"FGF10"	-0.030672801161439	0.681039972496773
"CSN2"	-0.0307009050225781	0.680763708783765
"RAB32"	-0.0307637459967164	0.680146129526423
"ACVR1C"	-0.0314386362344493	0.673527024111663
"CNGA3"	-0.0317637171977192	0.670347620398646
"IAH1"	-0.0318493993299286	0.669510590829559
"FAM71A"	-0.0318688933713108	0.669320210139856
"NRM"	-0.0318689983487604	0.669319184976986
"GYPB"	-0.0319144070450058	0.668875801263441
"TIGIT"	-0.0320560774275537	0.667493226774263
"GDI2"	-0.0321205528895331	0.666864374774713
"FARP1"	-0.0321316423877662	0.666756238347569
"SCRIB"	-0.0324591601714828	0.663565635744523
"LDHAL6A"	-0.0324679078277036	0.663480500668682
"SPESP1"	-0.0325410092423636	0.662769222119545
"LRRN4CL"	-0.0326137951106644	0.662061313323184
"KDM6B"	-0.0327074544896952	0.661150831186903
"HRSP12"	-0.0327471783562279	0.660764817279187
"EPAS1"	-0.032841732940687	0.659846349781345
"SLAMF6"	-0.0329448367575182	0.658845417388244
"DDX26B"	-0.0329722787521705	0.658579112350521
"MLNR"	-0.032981895039418	0.658485803280256
"CKMT2"	-0.0330306188537681	0.658013105860287
"ZNF778"	-0.0330422221303388	0.657900555855037
"FAM114A2"	-0.0331131572706771	0.657212663127504
"AHSA1"	-0.0331179111818349	0.657166572414327
"TMEM56"	-0.0331446100824995	0.656907741926067
"SNX8"	-0.0332835647222928	0.65556131613505
"FOXE1"	-0.0333710226293511	0.654714445656715
"PARM1"	-0.0334552933644258	0.65389885367196
"SUSD5"	-0.0334977846518875	0.653487768303137
"MAPRE2"	-0.0337246119374828	0.651295075858051
"NOBOX"	-0.0337310900464089	0.651232497115112
"EMX1"	-0.0337412789666883	0.651134076744219
"DUSP19"	-0.0342067884056373	0.646643919326478
"DEGS2"	-0.0345489243016984	0.643351888847164
"ZNF605"	-0.0345564373071937	0.64327967626591
"OR2L2"	-0.0346664309965943	0.642222835285262
"TYMP"	-0.0347088382358714	0.641815569852868
"C7orf71"	-0.0348738409320019	0.640231954558511
"GPHB5"	-0.0349831570718254	0.639183685172549
"COG2"	-0.0350224610919162	0.638806960114292
"TMEM37"	-0.0350320059841165	0.638715487229974
"CD96"	-0.0350712598931684	0.638339357136528
"EPHB1"	-0.0351024690124119	0.638040377882864
"MFSD6L"	-0.0351175988873584	0.637895456677129
"KCTD7"	-0.0352977025030166	0.63617139298326
"CSTF2T"	-0.0353216117610324	0.635942665330097
"MKRN1"	-0.0356427222605042	0.632874108294826
"SMG5"	-0.0359497540940251	0.629945935269699
"DEFA5"	-0.0360600465010698	0.628895475782201
"CPA2"	-0.0360964044242519	0.628549354562581
"CSF2RA"	-0.0362108600021936	0.627460285837745
"APOBEC3A"	-0.0363626113573442	0.626017580293927
"KRT71"	-0.0364932928556096	0.624776322991268
"PIK3IP1"	-0.036499393150132	0.62471840606197
"ADAM2"	-0.0365674119755465	0.624072782916451
"CR1"	-0.0366388284729007	0.623395217610085
"CNN1"	-0.0366965480054171	0.622847833336166
"H2BFM"	-0.0369305338702604	0.620630943078588
"PHLPP1"	-0.0371794813589018	0.618276045995997
"ESRRA"	-0.0372668411730274	0.617450592563388
"OR51B5"	-0.0372758014245541	0.617365955179204
"SNORA74A"	-0.037306838378994	0.617072823057412
"FAM149A"	-0.0374276962787721	0.615931943354177
"GH2"	-0.0374458826369857	0.615760346511444
"EML1"	-0.0375856908140104	0.614441886705395
"GLIPR1L1"	-0.0376002358866259	0.614304790355221
"GPRIN1"	-0.0378148567663046	0.612283410709437
"CD300LF"	-0.0378228608241307	0.612208081947082
"NNT"	-0.0378907649668114	0.61156917781365
"SLITRK5"	-0.0379437419670225	0.611070925275356
"EMX2"	-0.0381909515675529	0.608748263928813
"FOXA2"	-0.038299625932638	0.60772844713935
"CNIH3"	-0.038369373092033	0.607074327576602
"FAM47B"	-0.0384558018222089	0.606264193772775
"KCNH4"	-0.0386128599905055	0.604793248595636
"HGD"	-0.0386309455834926	0.604623967984559
"HMGB3"	-0.0387076141962709	0.603906586261691
"FAM83C"	-0.03873603114551	0.603640787620092
"GNAL"	-0.0387692796283048	0.603329863318165
"EDDM3A"	-0.0390269623386005	0.600922560605614
"LPAR6"	-0.0392808900124945	0.598554555942357
"COX7B2"	-0.0396435395187435	0.595179964420721
"HIST1H2BA"	-0.039662774624886	0.595001215181926
"VASN"	-0.0396694732606283	0.594938971373161
"UNC50"	-0.0398037204637048	0.593692166840177
"CFL2"	-0.0399222567416429	0.592592262450361
"CDH7"	-0.040041845872142	0.591483528565452
"PGBD3"	-0.0401971430100848	0.590045151267125
"GSC2"	-0.0403895290511833	0.588265472173488
"C15orf43"	-0.0404226231978852	0.587959580836475
"R3HDM1"	-0.0407368503790157	0.585058799339955
"FGA"	-0.0408719193455107	0.583813943141356
"FBXL7"	-0.0408956709067417	0.583595164631332
"ADSSL1"	-0.0409756952513735	0.582858329642345
"CYS1"	-0.0410293431232392	0.58236460069684
"ESRRG"	-0.0410314271949908	0.582345424598034
"DSG1"	-0.0410495583501041	0.582178607352194
"KCNV1"	-0.0410530803226048	0.582146205709855
"RNF144B"	-0.0413197988830722	0.579694863686145
"SEC11A"	-0.0416951983221787	0.576252821599287
"JAZF1"	-0.0417397140013125	0.575845291863028
"RBM34"	-0.041840333311025	0.574924645213988
"VSTM1"	-0.0418961873385867	0.574413890097244
"SLC38A11"	-0.0419801631120805	0.573646377767129
"AK2"	-0.0421125543455125	0.572437343112762
"ANKRD2"	-0.0421898869430871	0.571731675356533
"LYZL4"	-0.0426429921972724	0.567605308335602
"NME6"	-0.0428204095407965	0.565993454152709
"CTSZ"	-0.0429609636385612	0.564718055107945
"NTNG1"	-0.0432489344558197	0.562109275404043
"ADH7"	-0.0432887257854073	0.561749253097388
"AKNAD1"	-0.0433132128459884	0.561527755064455
"C3orf79"	-0.0436645923198428	0.55835396856973
"FAM83F"	-0.0436749832227007	0.55826024596923
"C17orf99"	-0.0437807815530192	0.557306411066477
"RTP1"	-0.0437818343608132	0.55729692333342
"TNK2"	-0.043832210894909	0.556843029355061
"LPAR1"	-0.0441619417580119	0.553876564167986
"HOXB2"	-0.0442441441155241	0.553138217003484
"AGTPBP1"	-0.0443566128118666	0.552128791290445
"DNAH8"	-0.0444180604827345	0.55157766710632
"DAAM2"	-0.0445915345923682	0.550023225991304
"OR2L1P"	-0.0447452004163734	0.548648069875846
"DOK7"	-0.0448526376166372	0.547687614798734
"BBC3"	-0.0449106501994993	0.547169343377132
"R3HDML"	-0.0452723604927562	0.543943343422702
"PANX3"	-0.045311019154869	0.543599112564743
"GOT1L1"	-0.0453598018550333	0.543164887041933
"LILRA3"	-0.0453717267301251	0.543058767169033
"GYPA"	-0.0454617606258626	0.542257883099234
"FGF1"	-0.0455774930763938	0.541229259748867
"TAS2R39"	-0.0456729014335398	0.540382003143762
"CNN3"	-0.0456912352832093	0.540219268094721
"MLANA"	-0.0458029498521384	0.539228192116829
"OAF"	-0.045821157195507	0.539066751292795
"CRYM"	-0.0458452928159175	0.538852782667657
"SPHAR"	-0.0459726472658591	0.53772445156234
"HLA-DQB2"	-0.0460995087274437	0.536601659162426
"GSTA3"	-0.0462581058117217	0.535199636223743
"ICMT"	-0.0465422283087164	0.532692536428078
"FANCE"	-0.0467261536100169	0.531072725971589
"CNST"	-0.0469934062396838	0.528723484666839
"NOXO1"	-0.0471308280604658	0.527517545841902
"SASH1"	-0.0472079516139541	0.526841361589728
"SPAG11B"	-0.0473167186598822	0.525888487902052
"CPNE7"	-0.0473199736378137	0.525859985540063
"UGT3A1"	-0.0473210501024955	0.525850559600551
"CLCC1"	-0.0473288112996803	0.525782602102879
"DEFB118"	-0.0474859796415713	0.524407385674636
"SERTAD1"	-0.0475355736486618	0.523973819809447
"CD300C"	-0.0475682189408335	0.523688524248673
"HMOX1"	-0.0476088264057469	0.523333755516511
"FAM200A"	-0.0476967868984909	0.522565704772319
"APPBP2"	-0.0477107013720174	0.522444259424218
"IFLTD1"	-0.0477586911440618	0.522025515664526
"FCRLB"	-0.0478805033125264	0.520963389708897
"DACH1"	-0.0480065683118045	0.519865344898183
"DHRS1"	-0.0480618573540208	0.51938414285385
"DOCK2"	-0.0482832292386474	0.517459743587351
"TGM7"	-0.0488093708944127	0.512900692569036
"CLEC12A"	-0.0488645330000893	0.512423914268633
"OR4D1"	-0.0488662594817356	0.512408995604303
"NRBP1"	-0.0489507308260859	0.511679346421114
"LMTK3"	-0.0491728993044113	0.50976286297124
"OR2F1"	-0.0493273017699562	0.508433144508948
"EN1"	-0.0495009291247438	0.506940018042559
"C11orf65"	-0.0495104678175104	0.506858055327314
"RABGEF1"	-0.0498146696290512	0.504247779949629
"LYPLA2"	-0.0498622769863694	0.503839911066459
"STRN4"	-0.0498900175554649	0.503602327551193
"C16orf80"	-0.0499385682965669	0.503186656960538
"HECTD2"	-0.0500736691176708	0.502030928354076
"F12"	-0.0501168915852749	0.501661473296398
"PDILT"	-0.0501338402992377	0.501516638813031
"ASTE1"	-0.0503922039830943	0.499311524611398
"OR6B1"	-0.0506885760426453	0.496788314675895
"STMN2"	-0.0507299325153431	0.496436756486431
"ERMAP"	-0.050749739112968	0.496268433517338
"DEFB119"	-0.0507802133178019	0.496009512684376
"DNASE1"	-0.050905013669017	0.49494990598227
"HSPA8"	-0.0509102053826321	0.494905852183879
"LAMA1"	-0.0509663308027663	0.494429737881034
"GAST"	-0.0511758180164533	0.492654796287658
"HMOX2"	-0.0513295054177279	0.491354792016115
"GPX5"	-0.0513421579707014	0.491247848599305
"TM4SF18"	-0.0514014516850461	0.490746844411899
"CTRC"	-0.0515275131839745	0.489682589193363
"DNAH10"	-0.0515836393455112	0.489209149148354
"LYG2"	-0.0516886383717658	0.488324109520838
"FAM189B"	-0.0517021170682246	0.488210559263194
"SLC13A4"	-0.0517704198147433	0.487635365091448
"WDR90"	-0.0519371654405174	0.486232684172339
"U2AF2"	-0.0522448259843697	0.483650301852844
"TIMM8A"	-0.0522689351767927	0.483448251007363
"HUNK"	-0.0523293469222965	0.48294216056952
"FKBP5"	-0.0523816246387451	0.482504442162278
"DAOA"	-0.052399868477144	0.482351737861032
"ALDOC"	-0.0525299440759465	0.481263736423561
"OSTM1"	-0.0527241186701443	0.479642054685544
"ZNF385B"	-0.0527264991004494	0.479622192481309
"F11"	-0.0527449633696829	0.479468142555634
"DOPEY1"	-0.0529970568212784	0.477367572903213
"FKBP1B"	-0.0530388915408127	0.47701946867903
"MYADML2"	-0.0530916841612889	0.476580381152898
"FAM71B"	-0.0531421229083143	0.476161076452232
"FPR1"	-0.053149745069316	0.476097729753102
"FAM122A"	-0.0532530374857253	0.475239732919885
"CHRND"	-0.053384392515277	0.474149850820244
"GSS"	-0.053535933832614	0.472894172479394
"LEFTY1"	-0.0537009067691665	0.471529265161752
"CLPS"	-0.0537402173346376	0.471204346399528
"SSBP3"	-0.0539292633403557	0.469643511718023
"HDAC2"	-0.0541664560405781	0.467689174924769
"DZIP1L"	-0.0543444174648153	0.466225810495974
"SGCZ"	-0.0546396146313154	0.463803993338798
"SNORA68"	-0.0548044060101764	0.462455061659372
"TRPC4AP"	-0.0551844884955973	0.459352114970122
"VGLL2"	-0.0551987359127716	0.459236026110269
"CRTC2"	-0.0552180475096916	0.459078700011943
"SLCO1B1"	-0.055399740521441	0.457599965784946
"SLC29A1"	-0.0554161426484896	0.457466605366508
"DNMT3B"	-0.0555043218551213	0.456750019592649
"NXPH1"	-0.0556318647655999	0.455714653376007
"CYBA"	-0.0557724373140637	0.454575033987968
"ACTRT2"	-0.055852557459934	0.453926214398286
"CD300LB"	-0.0558937299982756	0.453592997322201
"ADPRHL1"	-0.0563398571473272	0.44999119410008
"OR5P3"	-0.0563632857618428	0.449802488682685
"FAM154A"	-0.056826162176559	0.446083390829912
"AGRP"	-0.0569690689126121	0.44493868859804
"RSPO1"	-0.0570501448559878	0.444289998627832
"CYBB"	-0.0572073659286259	0.443033596863798
"ITGB1BP2"	-0.0572145729960823	0.442976051297508
"WFDC6"	-0.0573645138930229	0.441779794366681
"PCDH17"	-0.0575368537088498	0.440407102798365
"EMG1"	-0.0577801599933595	0.438473296791972
"RIBC2"	-0.0580974102519434	0.435959066798305
"EXD1"	-0.0581004674030901	0.435934878833508
"HTR3C"	-0.0581540146701666	0.435511341061286
"PACSIN3"	-0.058178440062567	0.435318224040941
"ADH1C"	-0.0583227590020907	0.434178180707475
"WFDC10A"	-0.0585163447206759	0.432651645510903
