"Gene"	"Correlation"	"P.value"
"DCBLD1"	0.235776714847686	0.00135446750699498
"CMBL"	0.235441247359362	0.00137670712932997
"GBP4"	0.235323490021428	0.00138459263365526
"DDX6"	0.234896467852151	0.00141353546495945
"LRRC15"	0.234816428903794	0.00141902153050159
"GLUD1"	0.234756093761551	0.00142316990840501
"ARMC8"	0.233690527771621	0.00149828428274276
"GEM"	0.233454237987501	0.00151542403498354
"PITPNB"	0.233038766966589	0.00154599596159012
"SLC13A5"	0.232844668555889	0.00156047058819475
"COL22A1"	0.232754623995433	0.00156722746752339
"ALG10B"	0.232520801050489	0.00158489831059217
"KCTD1"	0.232223324073457	0.00160764258597795
"ADAMTS5"	0.231484772939266	0.00166540395882372
"TOPORS"	0.23145517555098	0.00166775771735487
"HMGB2"	0.231035172897362	0.00170148752065656
"IGFL2"	0.230907054408912	0.00171189969088145
"ZMYND8"	0.23086880794393	0.0017150192190755
"PSME3"	0.230637430153774	0.0017340020835145
"KERA"	0.230017694018865	0.00178579456907718
"HYAL4"	0.229990384638472	0.00178810897017411
"RNF217"	0.229949922309321	0.00179154307690237
"FBXO8"	0.229431915556499	0.0018360414488959
"GPR176"	0.22933778546156	0.00184423481682829
"SIN3A"	0.22929079084078	0.00184833782540202
"SLC25A13"	0.22924126286419	0.00185267101583738
"ZNF619"	0.22920983770964	0.00185542519172134
"KIF2C"	0.229128921377237	0.00186253406898088
"DLG3"	0.229004187869175	0.00187354110404362
"GCA"	0.228887255131591	0.00188391354086761
"PUS10"	0.228789959111955	0.0018925839529842
"LYPD6B"	0.228497851866221	0.00191883352206923
"HOXB6"	0.228485135649409	0.0019199837309227
"ALDH3A1"	0.228095051934024	0.00195557410999425
"SVIP"	0.227947943669125	0.00196915116287832
"CSTB"	0.227544778292424	0.00200680144343043
"WDR3"	0.227536378378506	0.00200759280382676
"TRAPPC6B"	0.227485634784108	0.00201237942770781
"ZBTB20"	0.227292169003543	0.00203072441162721
"PTGR1"	0.22724789658111	0.00203494378752376
"CKS2"	0.227009848913214	0.00205776794041627
"CEBPG"	0.226751669278989	0.0020827854213579
"MFSD8"	0.226737019412903	0.00208421324603734
"CTSS"	0.226652054753641	0.00209251175366343
"GOLGA2"	0.226591125135067	0.0020984812461598
"MON2"	0.22632538600412	0.00212469815792699
"TMED10"	0.226090611599993	0.00214810761602352
"HNRNPA3P1"	0.2256044683695	0.00219732827503983
"DCK"	0.225487857284014	0.00220928623474991
"TRHDE"	0.225365449387565	0.00222190222934506
"HSPA1A"	0.225332731541713	0.00222528537039152
"ALS2CL"	0.225108877079881	0.00224855857461604
"AADAC"	0.224883979489975	0.00227216271695088
"BRPF3"	0.224681144167676	0.00229364413047192
"FBXW11"	0.224607454136451	0.00230149389331073
"CYP3A5"	0.224589386864683	0.00230342221375381
"MUC20"	0.224463662690774	0.00231688144405533
"FBXO32"	0.224423875025074	0.00232115571279237
"ENO1"	0.224415481020314	0.00232205836961098
"C11orf82"	0.224331013507508	0.00233115941950954
"LRRC6"	0.224250588322569	0.0023398550159719
"SWAP70"	0.223876981679755	0.00238063696554113
"FAM3D"	0.223547630020675	0.00241712215605028
"ZNF169"	0.223463848754453	0.00242648395850419
"CST6"	0.223180818856864	0.00245835387299769
"FAM179B"	0.223147988284542	0.00246207516115291
"NCBP2"	0.223077346961173	0.00247009956854809
"CCR9"	0.223004664549432	0.00247838059162252
"HBP1"	0.222999824879033	0.00247893288971628
"CPT1A"	0.222874058710652	0.00249332440459617
"SNRNP200"	0.222842525857078	0.00249694459657585
"LCA5"	0.222606223301816	0.00252422590278786
"ZBTB44"	0.222501681215529	0.0025363814011319
"KLK8"	0.22234463475411	0.00255474157850878
"MLXIP"	0.222302029212373	0.00255974329996795
"CRK"	0.222151799030472	0.00257745066814139
"ANKRD31"	0.221809919191352	0.00261816213918205
"STK38"	0.221718862506415	0.00262910314356738
"ZNF384"	0.221622151204362	0.00264076895511544
"EGFL6"	0.221324771570443	0.00267693495327593
"CTDSP2"	0.221313478258337	0.0026783172005772
"HOXC4"	0.221122382091601	0.00270180473540692
"FOXC1"	0.220955184624641	0.00272250780457275
"ARPC5"	0.220912199202891	0.00272785360811917
"HOXB9"	0.220870560368781	0.00273304101148366
"CYP3A7"	0.220318563135718	0.0028026589308942
"GTF2H1"	0.220311802416776	0.00280352145888533
"CRABP2"	0.22028211388798	0.00280731194774786
"PRSS23"	0.220138936228773	0.00282565742560515
"GPR1"	0.219950297048265	0.00284999364335684
"LRPPRC"	0.219668135541378	0.00288674942452114
"MRPL42"	0.219478259309706	0.00291172462164314
"GATC"	0.219389327795227	0.0029234892573762
"ZBTB7C"	0.219246613359966	0.00294245869914102
"SERPINB1"	0.219219780973064	0.00294603764397917
"ARHGEF16"	0.219214496820544	0.0029467429164029
"KRT6C"	0.219169853695204	0.00295270750611891
"ANKRD28"	0.219158177007085	0.00295426938307891
"ALDOA"	0.219050802992134	0.00296866684240246
"ELF2"	0.219016137199965	0.0029733286127297
"ZCCHC14"	0.218944670851142	0.00298296013925729
"ANK3"	0.218458899046618	0.00304917912952125
"TMEM200A"	0.21834328002872	0.00306513456623944
"CBLC"	0.21831974473357	0.00306839167341405
"EEF2K"	0.218271134947914	0.00307512881078482
"SRPX2"	0.218188700144805	0.00308658455360457
"TICAM1"	0.217570953617239	0.00317366662616488
"ZNF417"	0.217509901469878	0.00318239243597274
"USP33"	0.217488852158864	0.00318540590796026
"KIAA2026"	0.217362925210954	0.00320348784995748
"LETM2"	0.217285259387752	0.00321468613494359
"EARS2"	0.217154156185675	0.00323366959062322
"ZNF627"	0.217098482832699	0.00324176156377107
"VTI1A"	0.216790182809191	0.00328690423696522
"HSD17B4"	0.216575784019874	0.00331863139866048
"GRIP1"	0.216547032928164	0.00332290700957088
"DENND4A"	0.216434761046293	0.00333965078734256
"RRAS2"	0.216275366813659	0.00336355308252043
"EXT2"	0.215892605391529	0.00342158293754108
"DNAJB1"	0.215594716478782	0.00346736910900226
"DRD1"	0.215393249808138	0.00349864765680579
"ARL6IP5"	0.215306756988818	0.00351215397471801
"LARP4B"	0.215120978933636	0.00354132338974418
"LSM14A"	0.214855673545074	0.00358335853939648
"FLVCR1"	0.214793085449522	0.00359334041467076
"CHRNA5"	0.214599415237316	0.00362438702034725
"TMEM139"	0.2145238158482	0.00363657159795165
"LCLAT1"	0.214455151290307	0.00364767046687405
"CTBS"	0.214250608641703	0.00368091378218646
"SPAG5"	0.214176922619209	0.00369295637467449
"DSC3"	0.213860511087978	0.00374507262429416
"FSTL1"	0.213649983193505	0.00378011505758165
"PQLC3"	0.213126681552126	0.00386850232895113
"KCTD18"	0.212912395232611	0.00390523006441962
"USP49"	0.212394962403184	0.00399521387006561
"SYNCRIP"	0.211801718131582	0.00410067536778558
"C8orf37"	0.211680770520916	0.00412248129335669
"ACOT9"	0.211604965333545	0.00413620152278306
"PLAC1"	0.211471511192558	0.0041604556931744
"SPACA4"	0.211260097421939	0.0041991403597281
"EPYC"	0.211156304050151	0.00421825071988724
"FLNC"	0.211147408672004	0.00421989216427347
"TMEM171"	0.210909641547257	0.00426398025979072
"DAPK1"	0.210778673484912	0.00428844160448276
"A2ML1"	0.210759680062724	0.00429199952690297
"SEC14L4"	0.209875835779933	0.00446052900624816
"TMEM167A"	0.209740018465144	0.00448694689546946
"INTS7"	0.209166617534937	0.00460003566471242
"ATXN2L"	0.208900975770111	0.00465328913789075
"HNRNPA2B1"	0.208622510782785	0.00470970693387509
"GPR111"	0.208576769187309	0.00471903279938499
"SLC39A14"	0.208562307838402	0.00472198464777992
"NR3C1"	0.207980296918737	0.00484216892878405
"TROAP"	0.207913139702296	0.00485621191876087
"PLCH1"	0.207781891825342	0.00488376218656816
"CDKN3"	0.20774626744534	0.00489126426008114
"KCTD11"	0.207739760998231	0.00489263555685095
"ZNF365"	0.207532514183173	0.00493649566593919
"DHCR24"	0.207373573377078	0.00497037123886628
"EPHA7"	0.206851989625508	0.00508300747162974
"CYP2B6"	0.206801009678977	0.00509413843097178
"CCDC50"	0.206780536318415	0.0050986147290193
"GRPEL2"	0.206780520783402	0.00509861812693451
"COL8A2"	0.206707255429027	0.00511466577934846
"FOXA1"	0.20643073422144	0.00517564215158619
"FGF20"	0.206420927698767	0.00517781652212105
"PGRMC1"	0.206298004894673	0.00520514134058651
"ZNF326"	0.206257665479896	0.00521413660550025
"DNAJB4"	0.205821328561162	0.0053123289516266
"ANKS4B"	0.205784334058056	0.00532072979261449
"C8orf74"	0.205699915107035	0.00533994451058774
"TTC9"	0.205655488406949	0.00535008147074063
"GATA3"	0.205575797522046	0.00536830794097174
"FBXL3"	0.205558069053939	0.00537237025327735
"TAB3"	0.205551890881543	0.00537378657019333
"HBEGF"	0.205337808973098	0.00542307081428183
"GLI1"	0.205299563552352	0.00543191785186161
"MYL12B"	0.20508743265137	0.00548122354913569
"KHDRBS1"	0.204501892774177	0.0056194063291394
"CCDC43"	0.204308211288171	0.00566579481173676
"ERCC6"	0.204252836627888	0.00567912036343648
"SNW1"	0.204150565122363	0.00570380505071186
"WDR31"	0.203995120379888	0.00574150764379047
"PSORS1C3"	0.203962517183306	0.00574944365397083
"TXNDC9"	0.203901465540432	0.00576433074366871
"NID2"	0.203695674189933	0.0058147660063769
"TRIM38"	0.203434965209172	0.00587922675294626
"SNX33"	0.202902229525978	0.00601293614148479
"ABCB7"	0.202778785890595	0.00604430386108762
"SIK1"	0.202735647466856	0.00605529999454804
"CYP2J2"	0.202440003810861	0.00613114269449131
"EHD4"	0.202083226055441	0.00622379721419679
"DCTN6"	0.202021691907185	0.00623990330778742
"ENKUR"	0.201984098110904	0.00624976149739547
"TMEM194A"	0.201953815150356	0.00625771268078783
"ZPLD1"	0.201648083313731	0.00633849374089256
"LSM11"	0.201511046957094	0.00637500284277999
"TPRG1"	0.201487633088118	0.00638125947967056
"ZSCAN23"	0.201435234635926	0.006395281211444
"UBXN10"	0.200944691328152	0.00652788904040132
"PABPC4L"	0.200924128390969	0.00653350095661586
"TNFAIP8L1"	0.200804594373175	0.00656620876768798
"RHOV"	0.200615019759106	0.0066183811100001
"GAPDH"	0.200434273691524	0.00666846763912656
"ANP32D"	0.200014254145942	0.00678616646948871
"ZNF57"	0.199808437638459	0.00684451385677213
"C14orf37"	0.199619876630716	0.00689836134811035
"HSPA5"	0.19951364830318	0.00692886294633355
"MFSD4"	0.199501391363123	0.00693239003027272
"DBF4"	0.199456239814387	0.00694539673976291
"OLFM4"	0.199355229547814	0.00697457328713157
"DVL3"	0.199291359945505	0.00699307813833658
"NUDT4"	0.199208764295887	0.00701707328888065
"OLA1"	0.199103485062082	0.00704776460088352
"ANXA11"	0.199012072602058	0.00707451032055917
"RC3H1"	0.198980147004409	0.00708387247340718
"COL4A2"	0.198650502627584	0.00718118728099865
"GBP1"	0.197680753160838	0.00747440351358971
"SH3PXD2B"	0.197638449819441	0.00748743341747258
"EFNA3"	0.197524649876536	0.00752258538712783
"EGOT"	0.197208418637705	0.00762103855993162
"CYP24A1"	0.197193995230907	0.00762555622729054
"SLC31A1"	0.197101435699398	0.00765460421412396
"NRG3"	0.197092869470035	0.00765729752239484
"FDFT1"	0.196761532111018	0.00776212180207294
"DPP3"	0.196720377625189	0.00777523035096733
"HOXA5"	0.196714757437257	0.00777702202185754
"RND1"	0.196542836098441	0.00783200670607695
"ZNF480"	0.196308842348604	0.00790739848861179
"COL7A1"	0.196108240872215	0.00797254385379959
"NUDT16P1"	0.195912544774133	0.00803655500445612
"HOXD12"	0.195866543462976	0.00805166786355516
"COPS5"	0.195865265987241	0.00805208791383162
"KANK4"	0.195478935020042	0.00818001456271434
"KLHDC7A"	0.195430730952948	0.00819610239305602
"PGLYRP3"	0.195426424411832	0.00819754104182832
"RNF183"	0.195335604094404	0.00822793283753956
"ZNF836"	0.195013707638757	0.00833645791405652
"GANAB"	0.194868614223338	0.00838578892868335
"PTPN21"	0.194772978835143	0.00841844587905985
"SLC15A4"	0.194288195810704	0.00858572755289671
"HSD11B2"	0.194131667747749	0.00864036573447303
"GPR161"	0.194106709236746	0.00864910626157841
"CCDC64B"	0.194101916864789	0.00865078545766854
"EIF1AX"	0.193823094102729	0.00874898080889613
"ANAPC10"	0.193822608172362	0.00874915280168031
"CDR2L"	0.193413475059763	0.00889503113729304
"ZDHHC23"	0.193333523602828	0.00892378853344165
"MYH15"	0.192998327583651	0.00904525201019647
"CST2"	0.192911854482287	0.00907682344030651
"HNRNPC"	0.192906247160733	0.00907887404407523
"ACOT11"	0.192419684857613	0.00925837978812688
"CEACAM7"	0.192356466298101	0.00928193183627221
"LRG1"	0.192331891240579	0.00929110156366829
"HOXC10"	0.192074960164301	0.00938745166767388
"ZHX2"	0.191889749102355	0.00945745366977463
"PDS5B"	0.191727151656573	0.00951928883046428
"UNC13D"	0.191692601316133	0.00953247414968678
"OSBPL5"	0.191532373267098	0.00959383272953482
"C7orf57"	0.191348138707434	0.00966481585908283
"HSPA9"	0.190995050631424	0.00980215455643723
"CALHM3"	0.190970017984804	0.00981195651225474
"DSTN"	0.190733452237449	0.00990501635969748
"TTC33"	0.190270933800908	0.0100892161761772
"FHAD1"	0.190234198796876	0.0101039748778645
"EZH2"	0.190216959480927	0.0101109075371517
"KLHL2"	0.190179450245343	0.0101260061027232
"DCAF13"	0.190171843398088	0.0101290705083258
"UBE2T"	0.1898417313353	0.0102628468692644
"ZNF320"	0.189593579858326	0.0103644334384197
"SLC5A10"	0.189579450597535	0.010370244187239
"APBB2"	0.189389180494142	0.0104487744595013
"CA14"	0.189328657043808	0.0104738640839279
"DGCR11"	0.189236709846514	0.0105120819357889
"CCRN4L"	0.189128888552992	0.0105570545153058
"C11orf58"	0.189104433467184	0.0105672783827795
"ZNF92"	0.188947062359325	0.0106332792314788
"LPIN1"	0.188912156886668	0.0106479676178333
"PRAP1"	0.188632240814036	0.0107664061044869
"UBQLN2"	0.18844957927943	0.0108443189172113
"TGDS"	0.188229161613359	0.0109389976477588
"PNPLA1"	0.188084508712619	0.0110015273826382
"ENPP4"	0.187817662671087	0.011117704831508
"C21orf88"	0.1874109330158	0.0112968628556835
"ARL4C"	0.187382396747927	0.0113095275339437
"SBNO2"	0.18716948571472	0.0114044147831811
"CCDC148"	0.187016050119977	0.0114732296397746
"IGF2BP1"	0.187012154734788	0.0114749814409956
"C11orf42"	0.186972506220144	0.011492825247714
"ABCB10"	0.186615529777087	0.0116545852897426
"PCSK9"	0.186487088944812	0.0117132749653508
"PLEKHG3"	0.186448429948627	0.0117309906092066
"ALPPL2"	0.186406804028754	0.0117500922043502
"GGCX"	0.186328529112378	0.0117860856500087
"ADH5"	0.186298704050874	0.0117998257110158
"C4orf26"	0.186265892789477	0.0118149577514583
"ALDH3B2"	0.186022584423136	0.0119277012261134
"CRKL"	0.185737848041783	0.0120608417662117
"SPRY2"	0.185612616294348	0.012119811577459
"HOXC6"	0.184840540131627	0.0124889988139146
"EHBP1L1"	0.184528805858929	0.0126408383513389
"DBT"	0.184481827813166	0.0126638603655788
"C12orf66"	0.184426558477984	0.0126909927145196
"HNRNPUL2"	0.184202914127916	0.0128013039212802
"GGT6"	0.184141814709331	0.0128315867900342
"FBN2"	0.184108936958033	0.0128479080763433
"SH3YL1"	0.183965991425997	0.0129190815372478
"FANCD2"	0.183944980746284	0.0129295719880468
"HOXD11"	0.183898398248729	0.0129528568806672
"DYRK1A"	0.183744614829182	0.0130299889868327
"VSIG10L"	0.183338045662761	0.013235852690335
"CAMKK2"	0.182146752781091	0.0138555628859848
"WDR47"	0.182025800500633	0.0139198806757537
"HSP90AB1"	0.181650183609618	0.0141212885121193
"ZNF664"	0.181618950346751	0.0141381502293727
"OPLAH"	0.181525835838309	0.0141885240093557
"GLS"	0.181482728112351	0.0142118978787316
"LEO1"	0.181346018566209	0.0142862475008943
"CHRNG"	0.181254666471532	0.0143361188724886
"GIMAP2"	0.181238489161186	0.0143449663201409
"RBM45"	0.181175126968495	0.014379665405255
"ZNF507"	0.180923948114126	0.0145179420004116
"ZNF449"	0.180422564590605	0.0147974392847101
"CDC20B"	0.180198283779282	0.0149239797275363
"IL17RA"	0.180051186512009	0.0150074852417564
"EPHA3"	0.179687345826642	0.0152157891296029
"ZNF280A"	0.179448484608129	0.015353909250169
"DDAH1"	0.179447273337094	0.0153546124404972
"RABGAP1"	0.17932270852496	0.0154270774632864
"ATP9A"	0.179116079428267	0.0155479413424218
"C1orf74"	0.178615802161559	0.0158439969081591
"AMFR"	0.178585072532775	0.0158623413820869
"HOXB7"	0.178382044639376	0.0159840077618288
"PRDM5"	0.178169320321908	0.0161123568538133
"PTPN22"	0.178087878743632	0.0161617326225373
"SGK223"	0.177879919091539	0.0162884115274706
"TOR1B"	0.177378870576147	0.0165971850783623
"LRP12"	0.177337102908991	0.0166231532723539
"FAM169B"	0.177182158572426	0.0167197960677837
"CTSO"	0.177125878009668	0.016755020626231
"FOXO3"	0.177047045519225	0.0168044684719028
"TMC4"	0.176916474751475	0.0168866487322103
"DCP2"	0.176666198608659	0.0170451488873508
"PHF8"	0.176618023240578	0.0170758065207447
"MTF2"	0.17657375625481	0.0171040192387387
"RHOD"	0.176219473539652	0.017331279324109
"ZNF283"	0.176134375471722	0.0173862563170368
"ETFA"	0.176052959620912	0.017438996321581
"SPINK5"	0.175977469707464	0.0174880218168933
"ZNF567"	0.175890156158849	0.017544875352268
"BCL2L13"	0.175872347122807	0.0175564912749183
"UTP20"	0.175749766004306	0.0176366261863222
"SH2D1B"	0.175630170907204	0.0177151152447007
"HAS2"	0.175518073882443	0.0177889588208872
"CDH13"	0.174847169849941	0.0182365297774166
"GNB1"	0.174791655234082	0.0182739986737314
"KDM4C"	0.17478529383278	0.0182782964871295
"PLXNC1"	0.174183538532539	0.018688835181777
"MPHOSPH9"	0.173559988133086	0.0191226589952368
"DKK4"	0.173133701247421	0.0194242403114451
"UBA2"	0.173039264290366	0.019491605585893
"POGZ"	0.172983383408898	0.0195315626650249
"GPX2"	0.172666344307046	0.01975960424417
"SLC34A2"	0.172515881924515	0.0198686339346344
"HOXC8"	0.172343648202801	0.0199940787854999
"ALOX12P2"	0.172342000786584	0.0199952819683453
"GKN2"	0.172239245853586	0.0200704525259017
"HOXA11"	0.171988546318667	0.020254879255456
"DNTTIP1"	0.171697617714345	0.0204707367815422
"CRIP1"	0.171238220778115	0.0208156422872971
"LPCAT3"	0.171036270059911	0.0209688449443342
"DNAH5"	0.170845381703334	0.0211145503315973
"CMTM4"	0.170838719171017	0.0211196516111481
"FKBP4"	0.170816718100777	0.0211365046634463
"PKD2L2"	0.170589669318752	0.0213111061282387
"CLSTN1"	0.170559629220682	0.0213343001379613
"STIP1"	0.17046472783314	0.0214077169355801
"WFDC10B"	0.170019485119601	0.0217550817313976
"CSF2"	0.169062427342082	0.0225182481887216
"HPRT1"	0.168336013770663	0.0231127979328809
"FOXF2"	0.168179471474757	0.0232426793015024
"ECM2"	0.168011957924576	0.0233823588923232
"GCKR"	0.167992251846396	0.0233988380213238
"CCDC112"	0.167922581046786	0.0234571801220934
"FLT1"	0.167866332171033	0.0235043740490125
"ATMIN"	0.16774909802705	0.0236029985196274
"FOS"	0.167722812279622	0.0236251604898881
"GABRE"	0.167645523940325	0.0236904273801154
"XPO7"	0.167523154159201	0.0237940809648487
"GAPVD1"	0.167315392195331	0.0239709597069469
"CWF19L2"	0.167249002369362	0.0240277187475248
"TSEN15"	0.167238972217741	0.0240363039242135
"EHD2"	0.166952933148588	0.0242822479288437
"LPAR4"	0.166897097811376	0.0243305081383017
"RAI1"	0.166604610853428	0.0245846628642092
"NCOA7"	0.166364188938403	0.0247952808075415
"PPP1R15A"	0.166216826026709	0.0249251403824054
"GRB7"	0.166036317140438	0.0250850043951444
"ISM1"	0.165931360531868	0.0251783611643531
"APOBEC3C"	0.165729158764663	0.0253590564501101
"GTPBP4"	0.165453620587157	0.0256070786076322
"C1orf210"	0.165271276455232	0.0257723550738786
"ZC3H18"	0.165206057805975	0.0258316908759834
"ADAMTS15"	0.165031180677762	0.0259913722518667
"GNGT1"	0.164681635229592	0.0263130818254657
"SLC2A13"	0.164594884163099	0.0263934509893271
"C3orf55"	0.164384306305543	0.0265894129090141
"SF3B3"	0.164197831554367	0.0267639838121143
"ZNF451"	0.163756919266437	0.027180657904386
"TIGD2"	0.163725723250557	0.0272103481345356
"MDFIC"	0.163567972064039	0.0273609102753185
"METTL7B"	0.16356643285414	0.0273623828444726
"CCT2"	0.163451528885734	0.0274725036356918
"PDPN"	0.163260728329119	0.0276561990720202
"HNRNPAB"	0.163214868896887	0.0277005070203013
"FLNA"	0.162935826412142	0.0279714196397886
"MDN1"	0.162877759793353	0.0280280782920572
"GCLM"	0.162350174019524	0.0285473813060861
"PRMT5"	0.16215294427804	0.0287436139096889
"HOXA1"	0.162106932157572	0.0287895587386758
"IFT81"	0.162056965970628	0.0288395228549518
"BTN2A1"	0.162020251316745	0.0288762831542404
"RPTN"	0.161998725164116	0.0288978546656893
"GALM"	0.161459701895392	0.0294425162605777
"HPCAL1"	0.161275817684546	0.0296303162046869
"HMGCS2"	0.161244553992214	0.0296623470354308
"FGF2"	0.161104714227624	0.0298059797977118
"ZNF600"	0.161101724762042	0.0298090568115985
"CASP14"	0.161078479270785	0.0298329923028061
"ZZZ3"	0.161054269128171	0.0298579384967578
"ALOX5"	0.1609525769685	0.0299629166817973
"TTC9C"	0.160698203310533	0.0302268886889313
"S1PR3"	0.160617403923671	0.0303111504955895
"ZNF718"	0.160436113472947	0.0305009381120704
"RNF133"	0.160352042570068	0.0305892924035871
"USP16"	0.160296131574168	0.0306481726553629
"ZNF621"	0.160267022837439	0.0306788654506077
"RAB42"	0.160244168583705	0.0307029817411818
"GPR21"	0.160127801583587	0.0308260251503864
"C7orf33"	0.159743441393315	0.0312354251376617
"NPBWR1"	0.15956057014376	0.0314318284139893
"FNBP4"	0.159462146839663	0.0315379689729397
"INTU"	0.159390625921201	0.0316152888755652
"HAPLN1"	0.159297997011817	0.031715667774422
"CACYBP"	0.159140120412927	0.0318873780311728
"PXDNL"	0.159124995195229	0.0319038699762772
"HSPA6"	0.15890585238538	0.0321436294860018
"COBL"	0.158759663190016	0.0323044220184054
"MTOR"	0.158673875413309	0.0323990972347791
"GUCY1B2"	0.15856045328466	0.0325246314243467
"CYP26A1"	0.158512240971162	0.0325781172059229
"FOLH1"	0.158474374498748	0.0326201778778838
"TNRC6B"	0.158454251875929	0.0326425481001627
"FAM122C"	0.15838448650881	0.0327202068346742
"HSPA1B"	0.15815334588134	0.0329786209850703
"TSPAN13"	0.157624461744482	0.0335764348755951
"EPB41L2"	0.157613689961694	0.0335887054352065
"PLXNB2"	0.157130587634591	0.0341429501266378
"NAGS"	0.157122320534912	0.034152501706136
"OR1J4"	0.156996336961212	0.034298340115366
"CSMD2"	0.156967399306839	0.0343319127298775
"ANXA13"	0.156899669285292	0.0344105999798696
"SGK2"	0.156703820623086	0.0346389928890376
"EPS15"	0.156631166336135	0.0347240460523016
"LAMP3"	0.156599998003091	0.0347605876189132
"DUSP5"	0.156431310503292	0.0349589213761935
"PNCK"	0.156375470390945	0.0350247859127829
"GLIS3"	0.156371925737241	0.0350289704467879
"TAAR1"	0.15630737563201	0.0351052471889372
"TIRAP"	0.156221595637316	0.0352068281184828
"ERC1"	0.156213670322295	0.035216225842165
"SLU7"	0.156191418307529	0.0352426233085714
"OR10H1"	0.15587271424382	0.0356225418251262
"FBXL14"	0.155859309984671	0.0356385963077163
"SERBP1"	0.155809914914002	0.0356978103694625
"HIST1H1E"	0.155728837419247	0.0357951852354224
"CMPK2"	0.155541199596599	0.0360214019166463
"GRID2"	0.155498054820197	0.0360735879523491
"PAQR4"	0.155449931789573	0.0361318708583873
"NBEAL2"	0.155410541448076	0.0361796366321223
"ENPEP"	0.155402940962012	0.0361888593239144
"C1orf111"	0.155398540617991	0.0361941997613128
"MICA"	0.155318543237404	0.0362914040547635
"ARL10"	0.155011185441717	0.0366669273692078
"HDLBP"	0.154979841151869	0.0367054069517443
"DMRT1"	0.154889657181909	0.0368163109437103
"DPP4"	0.154864676728361	0.03684708073576
"MTX2"	0.15465147365379	0.0371105794485301
"ACACA"	0.154354820125309	0.0374798604639333
"SNTN"	0.154237593232	0.0376266395643028
"C1orf192"	0.153980438775259	0.0379503206741325
"APLF"	0.153929111897543	0.0380152063284669
"HOXD10"	0.153791754605122	0.038189308997659
"DNA2"	0.153730116935004	0.0382676540320528
"BTBD16"	0.153693520529814	0.0383142342508478
"F2RL2"	0.153345983330428	0.0387589695738425
"MSRB3"	0.15332899417245	0.0387808212511037
"TTC14"	0.153141645710582	0.0390224803927201
"RASGEF1B"	0.15295555953605	0.0392637656274934
"KIAA0907"	0.152860333820843	0.0393877234253826
"CLDN14"	0.152755798252231	0.0395241792885958
"HOXB3"	0.152351629668586	0.0400555113466209
"GSTP1"	0.152245387069825	0.0401961741346945
"AKR7A3"	0.152218859797675	0.0402313603833289
"ETS1"	0.152201426013725	0.0402544989694588
"SOCS7"	0.152095316290755	0.0403955721223421
"GNL3"	0.151773317381196	0.0408262176787256
"C6orf15"	0.151100378095354	0.0417386816576395
"DNAJC21"	0.151087239074134	0.0417566663677458
"MMD"	0.151076938052486	0.0417707709689681
"DCN"	0.150787370724496	0.0421688983336231
"RNF38"	0.150621255896	0.0423987239877498
"ARHGEF18"	0.150402326038555	0.0427032250408798
"ERICH1"	0.150126630223737	0.0430892860732996
"FANCF"	0.149999755311733	0.043267931306603
"CCDC19"	0.149985271817899	0.043288364086526
"VPS37A"	0.149941416424333	0.0433502829704817
"EHD1"	0.149311629198827	0.0442476864491393
"PRND"	0.149286898990098	0.0442832401915535
"TIGD4"	0.148790880438757	0.0450014125769695
"CHIC2"	0.148702153785041	0.0451308989466119
"EMP2"	0.148557192757214	0.0453431230638242
"UHRF1BP1L"	0.148538125095846	0.0453711002501919
"GALNT2"	0.147890833471387	0.0463294376627239
"CSTL1"	0.147790064549647	0.0464801389880962
"TLX1"	0.147669066627645	0.0466616334929354
"FMOD"	0.147273576419283	0.0472589917827226
"OSR2"	0.146870293405603	0.0478746743502592
"PGAM5"	0.146584945333553	0.0483143347777637
"ARPC1A"	0.146535491493365	0.0483908734827331
"NPNT"	0.146350045643479	0.0486787841968917
"CLASP1"	0.146301683263397	0.0487541023992408
"ETV1"	0.145984815172992	0.0492499876627907
"SLC29A2"	0.145827521534168	0.049497700041301
"CLRN3"	0.145655875961859	0.0497691960933157
"TIMM17A"	0.1453726917387	0.0502198219131066
"HSF2BP"	0.144999560013746	0.0508187525992934
"MPHOSPH6"	0.144968313754764	0.0508691754740359
"SLC19A2"	0.144940565197706	0.0509139888480801
"SNX24"	0.144793634601833	0.051151825648796
"KDSR"	0.144704191120544	0.0512970591284425
"MAPRE1"	0.144640773774764	0.0514002400426287
"AP1M2"	0.144447823117149	0.0517152334260022
"LPHN2"	0.144433912650635	0.0517380041308051
"ALPK2"	0.144353955490923	0.0518690512044796
"FOXC2"	0.144087930779102	0.052307040393355
"PRKD3"	0.144015339388756	0.0524270877083204
"RANBP9"	0.143937142098701	0.052556661206025
"CXCL17"	0.14371811342884	0.0529210071894179
"GPR156"	0.143608765248482	0.0531036856073598
"PNLIPRP3"	0.14340421626743	0.0534468103447243
"TNIP1"	0.142955253286225	0.0542063726587106
"PLA2G16"	0.142516879728444	0.0549566166474924
"CRY1"	0.142444956685344	0.0550805236377743
"GCNT2"	0.14221241553077	0.0554827203727237
"DCAF7"	0.142138524901251	0.055611026480571
"FOXF1"	0.142135721241549	0.0556158996702632
"DRP2"	0.142060282412238	0.055747156425763
"APPL1"	0.142060251269634	0.0557472106638777
"CDH17"	0.141874243000363	0.0560719421777473
"GRIN2D"	0.141873201530112	0.0560737647548777
